gene,gene_name,gene_type,Log2 IP / Input Fold Change,ip_rpkm,input_rpkm
ENSG00000257323.1,RP11-361A23.1,pseudogene,,0.0,0.0
ENSG00000257364.1,RP11-81H3.1,pseudogene,,0.0,0.0
ENSG00000173436.9,MINOS1,protein_coding,-1.7319406201426482,2.02285124496,6.71939271949
ENSG00000260286.1,RP3-369A17.5,protein_coding,,0.0,0.0
ENSG00000261654.1,RP11-96K19.4,sense_overlapping,-0.23803515065299885,0.36164426171999997,0.426517935915
ENSG00000151422.8,FER,protein_coding,-0.5576846520575487,2.0429313535299998,3.00700106647
ENSG00000108270.6,AATF,protein_coding,1.302389742362027,18.6953125346,7.58008981047
ENSG00000264799.1,AC009892.1,miRNA,,0.0,0.0
ENSG00000251615.2,RP11-774O3.3,lincRNA,0.49893043043637375,0.10518514762299999,0.0744322925181
ENSG00000254227.1,RP11-622O11.4,lincRNA,,0.0,0.0
ENSG00000259443.1,RP11-403B2.5,lincRNA,,0.0,0.0
ENSG00000241537.1,RP11-624D20.1,pseudogene,-1.2015093023205679,3.0959645553400006,7.120103717969999
ENSG00000122026.6,RPL21,protein_coding,-2.7219636212892113,14.0395848881,92.6289975824
ENSG00000172288.6,CDY1,protein_coding,,0.0,0.0
ENSG00000237872.3,POU5F1P4,pseudogene,,0.0,0.0
ENSG00000270369.1,RP11-144G6.13,pseudogene,,0.0,0.0
ENSG00000258678.1,RP11-1078H9.1,lincRNA,,0.0,0.0
ENSG00000267182.1,RP11-382N13.5,pseudogene,,0.0,0.0
ENSG00000238211.1,POLR2LP,pseudogene,,0.0,0.0
ENSG00000248122.1,RP11-642E20.4,pseudogene,-2.3084244950742376,0.403445045334,1.9984321233400002
ENSG00000212497.1,RNA5SP465,rRNA,,0.0,0.0
ENSG00000261840.1,RP11-146F11.1,antisense,-2.0860321087963762,0.210186404737,0.892406774067
ENSG00000164266.6,SPINK1,protein_coding,,0.0,0.0
ENSG00000169255.9,B3GALNT1,protein_coding,-0.07425347624420495,1.66340087989,1.7512552510599997
ENSG00000234769.4,WASH4P,protein_coding,1.9946255914251847,6.3729150551,1.5991750178100002
ENSG00000252705.1,U6,snRNA,,0.0,0.0
ENSG00000158882.8,TOMM40L,protein_coding,2.5081990194437735,11.568414861900001,2.03343696794
ENSG00000261399.1,LA16c-329F2.1,antisense,,0.0,0.0
ENSG00000226942.2,IL9RP3,pseudogene,inf,0.288832736952,0.0
ENSG00000262262.1,RP11-815I9.3,pseudogene,,0.0,0.0
ENSG00000241815.1,RP11-124D9.1,pseudogene,0.4989304343631578,4.19020405933,2.9651191299699997
ENSG00000206344.6,HCG27,protein_coding,0.0645276036087044,0.15149885295399998,0.144872048273
ENSG00000240877.2,RN7SL521P,misc_RNA,,0.0,0.0
ENSG00000253713.1,CTC-264O10.2,lincRNA,,0.0,0.0
ENSG00000248548.1,MTND4P8,pseudogene,,0.0,0.0
ENSG00000009724.12,MASP2,protein_coding,inf,0.113394598924,0.0
ENSG00000231289.1,RP11-782C8.6,pseudogene,,0.0,0.0
ENSG00000234567.1,RP1-283K11.2,antisense,,0.0,0.0
ENSG00000177519.3,RPRM,protein_coding,-0.08603208058647761,0.981441825482,1.04174829645
ENSG00000263392.1,AC084262.2,miRNA,,0.0,0.0
ENSG00000253222.1,NRG1-IT2,sense_intronic,,0.0,0.0
ENSG00000164871.13,SPAG11B,protein_coding,,0.0,0.0
ENSG00000105048.12,TNNT1,protein_coding,0.6032671359354913,0.11163103972100001,0.0734824226925
ENSG00000228166.1,MTND1P11,pseudogene,,0.0,0.0
ENSG00000260414.1,RP11-1437A8.2,pseudogene,-inf,0.0,1.3833513903499999
ENSG00000268034.1,AC005795.1,pseudogene,-0.9816954105921745,13.859905726500001,27.370330491100002
ENSG00000198888.2,MT-ND1,protein_coding,0.4434353161211248,346.705888269,254.961077735
ENSG00000197919.3,IFNA1,protein_coding,inf,0.274803711391,0.0
ENSG00000236211.1,AC068137.5,pseudogene,,0.0,0.0
ENSG00000235604.1,SPANXB1,protein_coding,,0.0,0.0
ENSG00000242524.1,OR2U2P,pseudogene,,0.0,0.0
ENSG00000258743.1,RP11-406A9.2,lincRNA,,0.0,0.0
ENSG00000178075.15,GRAMD1C,protein_coding,-0.2769720003834539,0.35726656647,0.43288172969
ENSG00000258799.1,RP11-810K23.5,pseudogene,-inf,0.0,1.01281083748
ENSG00000206047.2,DEFA1,protein_coding,,0.0,0.0
ENSG00000231496.1,RP1-251M9.2,lincRNA,,0.0,0.0
ENSG00000227964.1,RP5-1112F19.2,lincRNA,-inf,0.0,0.0732467588017
ENSG00000261733.1,RP11-80F22.8,pseudogene,,0.0,0.0
ENSG00000223316.1,AC027281.1,miRNA,,0.0,0.0
ENSG00000252148.1,U6,snRNA,,0.0,0.0
ENSG00000263631.1,MIR378D1,miRNA,,0.0,0.0
ENSG00000228316.1,RP11-522L3.5,pseudogene,-inf,0.0,0.258983593628
ENSG00000229406.1,OFD1P4Y,pseudogene,,0.0,0.0
ENSG00000221523.1,AC079080.1,miRNA,,0.0,0.0
ENSG00000152049.5,KCNE4,protein_coding,,0.0,0.0
ENSG00000266563.1,RP11-64J19.1,pseudogene,0.10614571894365156,3.10930923448,2.8887560721599996
ENSG00000221785.1,AC120045.2,miRNA,,0.0,0.0
ENSG00000248921.1,RP11-774G5.1,pseudogene,,0.0,0.0
ENSG00000123364.3,HOXC13,protein_coding,1.5478400299932238,5.92492603805,2.0264535614200003
ENSG00000225082.2,DAP3P1,pseudogene,-0.5010694916373377,0.874375484418,1.2374706844499999
ENSG00000255153.1,CTD-2245O6.1,antisense,-inf,0.0,0.18139896542700001
ENSG00000196227.6,FAM217B,protein_coding,-0.7252622974778976,3.9725408803699995,6.567409266039999
ENSG00000203496.4,RP11-291L22.4,lincRNA,-0.5010695346288068,0.332117761822,0.470033771087
ENSG00000249996.1,RP11-359P5.1,antisense,,0.0,0.0
ENSG00000248842.1,CTB-1H10.1,lincRNA,,0.0,0.0
ENSG00000072694.14,FCGR2B,protein_coding,inf,0.0688189029821,0.0
ENSG00000230080.2,AC139143.2,pseudogene,,0.0,0.0
ENSG00000253829.1,RP11-723D22.3,antisense,,0.0,0.0
ENSG00000248449.1,PCDHGB8P,pseudogene,0.49893042775282603,0.30488577409400003,0.21574668740800002
ENSG00000223498.1,RP11-716A19.3,pseudogene,inf,0.829149136917,0.0
ENSG00000212211.1,U3,snoRNA,,0.0,0.0
ENSG00000175309.10,AGXT2L2,protein_coding,1.165162750600025,1.3354145393999999,0.595479976513
ENSG00000248935.1,CTD-2254N19.1,antisense,,0.0,0.0
ENSG00000188186.6,LAMTOR4,protein_coding,1.1525095636355949,1.3700968941100002,0.616327197536
ENSG00000223700.1,AC104395.1,pseudogene,,0.0,0.0
ENSG00000238731.1,RNU7-90P,snRNA,,0.0,0.0
ENSG00000252750.1,RNU7-70P,snRNA,,0.0,0.0
ENSG00000236690.2,AC007274.5,pseudogene,,0.0,0.0
ENSG00000181649.5,PHLDA2,protein_coding,-inf,0.0,0.17854377860800003
ENSG00000110395.4,CBL,protein_coding,1.9976425791628107,15.764829264600001,3.94765266955
ENSG00000112305.10,SMAP1,protein_coding,-0.023380661053393124,10.212075824400001,10.3789235038
ENSG00000223922.1,ASS1P2,pseudogene,-inf,0.0,0.139240769801
ENSG00000062582.9,MRPS24,protein_coding,-0.18696098085324794,8.47574668163,9.64847845793
ENSG00000254425.1,RP11-480O10.2,pseudogene,,0.0,0.0
ENSG00000173838.7,MARCH10,protein_coding,-inf,0.0,0.0326004432455
ENSG00000266475.1,AC106753.1,miRNA,,0.0,0.0
ENSG00000239679.2,RN7SL193P,misc_RNA,,0.0,0.0
ENSG00000228790.1,AC098784.1,pseudogene,,0.0,0.0
ENSG00000235327.1,CYP4F61P,pseudogene,inf,0.47520404549199996,0.0
ENSG00000252293.1,RNU7-64P,snRNA,,0.0,0.0
ENSGR0000167393.12,PPP2R3B,protein_coding,2.8081794164201606,0.26474429158,0.037799004931
ENSG00000234363.1,PPIAP27,pseudogene,,0.0,0.0
ENSG00000232573.1,RPL3P4,pseudogene,1.0464182257998313,10.8260942777,5.24165618319
ENSG00000223683.1,AL138935.1,pseudogene,,0.0,0.0
ENSG00000223905.1,RP11-335E14.1,pseudogene,,0.0,0.0
ENSG00000257497.1,RP11-585P4.5,antisense,-1.3755386478134841,0.8905676125149999,2.31070918246
ENSG00000201300.1,SNORD115-27,snoRNA,,0.0,0.0
ENSG00000265948.1,RP11-296E23.2,sense_intronic,inf,0.6697862033950001,0.0
ENSG00000270930.1,RP11-433A19.1,pseudogene,inf,0.43208132894699997,0.0
ENSG00000139988.5,RDH12,protein_coding,-inf,0.0,0.21758595942899997
ENSG00000211452.6,DIO1,protein_coding,,0.0,0.0
ENSG00000232140.1,AC073257.1,lincRNA,,0.0,0.0
ENSG00000254418.1,RP11-21L19.1,antisense,,0.0,0.0
ENSG00000104998.2,IL27RA,protein_coding,4.055487671156786,2.02598064393,0.12184616249199999
ENSG00000230806.1,RP11-343N15.1,lincRNA,,0.0,0.0
ENSG00000237338.1,FTCD-AS1,antisense,,0.0,0.0
ENSG00000082068.4,WDR70,protein_coding,0.3747122540788192,7.73164703488,5.96310410186
ENSG00000137948.14,BRDT,protein_coding,-inf,0.0,0.0395794884888
ENSG00000186723.2,OR10H1,protein_coding,,0.0,0.0
ENSG00000141433.8,ADCYAP1,protein_coding,,0.0,0.0
ENSG00000235204.1,RP11-121A14.2,antisense,,0.0,0.0
ENSG00000223911.1,AC009480.3,antisense,,0.0,0.0
ENSG00000235795.1,RP11-421L21.2,antisense,,0.0,0.0
ENSG00000154016.9,GRAP,protein_coding,,0.0,0.0
ENSG00000165312.5,OTUD1,protein_coding,1.230227272155657,19.6383038902,8.37083276924
ENSG00000241231.1,RP11-275H4.1,lincRNA,,0.0,0.0
ENSG00000255774.1,AP000439.3,lincRNA,,0.0,0.0
ENSG00000226544.4,RPL7P22,pseudogene,0.24616435775166418,30.877876141799998,26.034219686900002
ENSG00000201920.1,RNA5SP442,rRNA,,0.0,0.0
ENSG00000121068.9,TBX2,protein_coding,2.8192546266633167,0.797430538768,0.112982883794
ENSG00000234460.1,XXyac-YM21GA2.4,lincRNA,,0.0,0.0
ENSG00000213753.6,RPL23AP79,pseudogene,1.1668092843224906,3.1504658705699997,1.4032342791999999
ENSG00000044524.6,EPHA3,protein_coding,1.704463409676142,14.183746203800002,4.352074677219999
ENSG00000260494.1,AC002310.10,pseudogene,0.7213228526393901,21.010478141500002,12.743717063599998
ENSG00000262904.1,RP11-144N1.1,pseudogene,-1.103734076393649,5.41019809041,11.6270684977
ENSG00000221725.1,RNU6ATAC25P,snRNA,,0.0,0.0
ENSG00000254146.1,HMGB1P46,pseudogene,,0.0,0.0
ENSG00000253346.1,CTD-3107M8.1,pseudogene,-inf,0.0,1.61536918683
ENSG00000207073.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000189295.8,ANKRD62P1-PARP4P3,lincRNA,,0.0,0.0
ENSG00000244544.1,RN7SL446P,misc_RNA,,0.0,0.0
ENSG00000222348.1,U6,snRNA,,0.0,0.0
ENSG00000251943.1,U6,snRNA,,0.0,0.0
ENSG00000196352.9,CD55,protein_coding,-0.09658473225272077,12.5602051632,13.4298646245
ENSG00000269560.1,CTD-2192J16.21,sense_intronic,-inf,0.0,0.320437327112
ENSG00000261798.1,RP1-118J21.25,antisense,inf,0.201216106292,0.0
ENSG00000259478.2,RP11-753A21.1,lincRNA,,0.0,0.0
ENSG00000213509.4,PPIAP16,pseudogene,,0.0,0.0
ENSG00000119772.12,DNMT3A,protein_coding,1.6491153004000447,2.0922553924400003,0.667085535857
ENSG00000223561.2,AC003090.1,processed_transcript,inf,0.324607825877,0.0
ENSG00000229642.1,AC027119.1,lincRNA,,0.0,0.0
ENSG00000136643.7,RPS6KC1,protein_coding,0.28242504414907993,5.80132627395,4.76989568774
ENSG00000166825.9,ANPEP,protein_coding,inf,0.145799175431,0.0
ENSG00000138735.11,PDE5A,protein_coding,-0.2709448689875695,2.45849355155,2.9664129352599997
ENSG00000252628.1,U6,snRNA,,0.0,0.0
ENSG00000203518.1,AL023807.1,pseudogene,,0.0,0.0
ENSG00000252130.1,U6,snRNA,,0.0,0.0
ENSG00000054598.5,FOXC1,protein_coding,1.4110448561381925,88.89510491280001,33.4280482146
ENSG00000131845.10,ZNF304,protein_coding,2.1500039667393134,21.2031298782,4.77731951746
ENSG00000133195.7,SLC39A11,protein_coding,1.294959787281605,2.85241017378,1.16249270875
ENSG00000167755.9,KLK6,protein_coding,,0.0,0.0
ENSG00000166896.3,XRCC6BP1,protein_coding,-0.8212731745019234,3.51336057039,6.20798391753
ENSG00000259177.1,RP11-154B12.3,antisense,,0.0,0.0
ENSG00000237958.1,OR2Q1P,pseudogene,,0.0,0.0
ENSG00000253974.1,NRG1-IT1,sense_intronic,,0.0,0.0
ENSG00000167676.3,PLIN4,protein_coding,,0.0,0.0
ENSG00000235781.1,XXbac-BPG249D20.9,antisense,,0.0,0.0
ENSG00000225765.1,AC068535.3,lincRNA,,0.0,0.0
ENSG00000201683.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000235527.2,RP5-1073O3.7,processed_transcript,-0.5010696474832903,0.0779679789296,0.11034515536299999
ENSG00000185839.2,RP4-592A1.2,pseudogene,0.3824164205629969,37.3417962906,28.6468182051
ENSG00000233290.1,RP11-147G16.1,lincRNA,,0.0,0.0
ENSG00000223608.1,DSCR4-IT1,sense_intronic,,0.0,0.0
ENSG00000228696.4,ARL17B,protein_coding,0.14288692453593654,5.23116859639,4.73789538371
ENSG00000102007.6,PLP2,protein_coding,0.7049996263146094,26.9252372077,16.5170887978
ENSG00000245750.3,RP11-279F6.1,lincRNA,2.1882295623118493,0.257444590116,0.05648862900780001
ENSG00000199077.1,MIR129-2,miRNA,,0.0,0.0
ENSG00000213187.3,COPS5P1,pseudogene,1.9843572653991404,4.293808018459999,1.08515446994
ENSG00000207176.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000235594.1,RP11-380D15.2,pseudogene,,0.0,0.0
ENSG00000227076.1,RP11-4C20.4,sense_intronic,,0.0,0.0
ENSG00000242411.2,CTD-2086L14.1,pseudogene,,0.0,0.0
ENSG00000270507.1,CTA-21C21.1,pseudogene,,0.0,0.0
ENSG00000140511.7,HAPLN3,protein_coding,0.3290054538841067,0.48496305555200003,0.386071857385
ENSG00000165807.3,PPP1R36,protein_coding,,0.0,0.0
ENSG00000135547.4,HEY2,protein_coding,-0.2808821885159255,2.71612680941,3.29992451977
ENSG00000185088.8,RPS27L,protein_coding,-2.9867594862239972,2.08058071446,16.4925862422
ENSG00000064102.10,ASUN,protein_coding,-0.8027716982502142,17.8677570897,31.1693969967
ENSG00000263716.1,SLC25A51P2,pseudogene,-inf,0.0,1.1496771672200001
ENSG00000249916.1,CTD-2280E9.1,antisense,,0.0,0.0
ENSG00000071189.16,SNX13,protein_coding,-1.0540086976149898,1.9631754836099997,4.0761237027699995
ENSG00000228404.1,AP001468.58,antisense,,0.0,0.0
ENSG00000264530.1,RN7SL25P,misc_RNA,,0.0,0.0
ENSG00000249309.1,RP11-153M7.5,antisense,,0.0,0.0
ENSG00000255248.2,RP11-166D19.1,sense_overlapping,,0.0,0.0
ENSG00000130649.5,CYP2E1,protein_coding,2.680442881398848,0.22471330735,0.035053798252
ENSG00000167332.7,OR51E2,protein_coding,-inf,0.0,0.11861430468
ENSG00000252726.1,RNA5SP94,rRNA,,0.0,0.0
ENSG00000235382.1,MTND4P31,pseudogene,,0.0,0.0
ENSG00000255535.2,RP11-679I18.4,pseudogene,,0.0,0.0
ENSG00000128564.5,VGF,protein_coding,inf,0.178047572931,0.0
ENSG00000259716.1,RP5-977B1.11,antisense,,0.0,0.0
ENSG00000100029.12,PES1,protein_coding,2.8963034708155244,17.3943926765,2.33633464313
ENSG00000211685.1,IGLC7,IG_C_gene,,0.0,0.0
ENSG00000268620.1,AC078899.4,pseudogene,,0.0,0.0
ENSG00000207620.1,MIR516A2,miRNA,,0.0,0.0
ENSG00000259248.1,RP11-265M18.2,antisense,0.49893042506452007,0.06737272261669999,0.047675040911600006
ENSG00000119471.10,HSDL2,protein_coding,-0.3104571630024955,12.8598741878,15.947537725899998
ENSG00000229086.3,C21orf54,protein_coding,,0.0,0.0
ENSG00000228929.1,RP11-159C21.4,pseudogene,-2.895147451884011,20.655675514200002,153.661697812
ENSG00000264054.1,RPL31P9,pseudogene,,0.0,0.0
ENSG00000231061.1,LINC00395,antisense,,0.0,0.0
ENSG00000164366.2,CCDC127,protein_coding,1.0551873567047187,7.024654613639999,3.3805077071499996
ENSG00000224650.2,IGHV3-74,IG_V_gene,,0.0,0.0
ENSG00000252643.1,U6,snRNA,,0.0,0.0
ENSG00000175894.10,TSPEAR,protein_coding,,0.0,0.0
ENSG00000229107.2,ABHD17AP4,pseudogene,,0.0,0.0
ENSG00000211779.3,TRAV5,TR_V_gene,,0.0,0.0
ENSG00000271028.1,RP11-111A24.2,pseudogene,,0.0,0.0
ENSG00000213777.5,CTD-2224J9.8,pseudogene,inf,0.16933327570300002,0.0
ENSG00000223985.1,AC093326.1,lincRNA,,0.0,0.0
ENSG00000207041.1,RNU6-31,snRNA,,0.0,0.0
ENSG00000271174.1,RP11-814M22.2,pseudogene,,0.0,0.0
ENSG00000182667.10,NTM,protein_coding,2.4989303525133644,0.138849861134,0.0245636248838
ENSG00000100197.16,CYP2D6,protein_coding,0.4989304277573219,0.100776717108,0.07131274966319999
ENSG00000260933.1,RP11-164A6.1,pseudogene,,0.0,0.0
ENSG00000263878.1,DLGAP1-AS4,antisense,,0.0,0.0
ENSG00000271052.1,RP11-479I16.2,pseudogene,,0.0,0.0
ENSG00000255460.1,ZDHHC20P3,pseudogene,,0.0,0.0
ENSG00000198780.7,FAM169A,protein_coding,-0.041719209612828316,13.0158686047,13.3977506038
ENSG00000186453.8,FAM228A,protein_coding,,0.0,0.0
ENSG00000250694.1,CTD-2074D8.1,lincRNA,,0.0,0.0
ENSG00000242976.2,RN7SL177P,misc_RNA,,0.0,0.0
ENSG00000119574.8,ZBTB45,protein_coding,inf,0.21135650927000002,0.0
ENSG00000225675.2,RP4-784A16.5,lincRNA,-inf,0.0,0.0905065003703
ENSG00000249741.2,RP11-673E1.3,pseudogene,-0.13849947718900396,8.0299786818,8.83907643275
ENSG00000206617.1,RNY1P5,misc_RNA,-inf,0.0,1.49256333944
ENSG00000255369.1,RP11-740D6.3,pseudogene,,0.0,0.0
ENSG00000203465.2,AC061975.2,pseudogene,,0.0,0.0
ENSG00000226043.1,AP000705.7,lincRNA,,0.0,0.0
ENSG00000251905.1,RNU7-2P,snRNA,,0.0,0.0
ENSG00000223015.1,U6,snRNA,,0.0,0.0
ENSG00000225716.1,TCEB1P13,pseudogene,,0.0,0.0
ENSG00000057149.10,SERPINB3,protein_coding,,0.0,0.0
ENSG00000249823.1,RP11-311D14.2,processed_transcript,,0.0,0.0
ENSG00000200034.1,RNU4-73P,snRNA,,0.0,0.0
ENSG00000228680.1,AC004692.4,antisense,,0.0,0.0
ENSG00000203479.1,AC061975.5,pseudogene,,0.0,0.0
ENSG00000243250.1,RPS6P16,pseudogene,-2.375538704983222,1.10299658431,5.7237752659500005
ENSG00000234531.2,RP11-288G11.3,lincRNA,,0.0,0.0
ENSG00000271419.1,RP4-591B8.3,pseudogene,,0.0,0.0
ENSG00000270863.1,RP11-434C1.3,pseudogene,0.49893042909646707,0.34034429931599997,0.240838246079
ENSG00000138375.8,SMARCAL1,protein_coding,3.3531518037597414,7.969983683460001,0.779934549895
ENSG00000257454.1,CTD-2021H9.2,processed_transcript,,0.0,0.0
ENSG00000207063.1,SNORD116-1,snoRNA,,0.0,0.0
ENSG00000214295.4,FOXO1B,pseudogene,,0.0,0.0
ENSG00000222346.1,RNA5SP237,rRNA,,0.0,0.0
ENSG00000230178.1,OR4F3,protein_coding,-inf,0.0,0.17117929647500002
ENSG00000221118.1,AC112249.1,miRNA,,0.0,0.0
ENSG00000254814.1,RP11-535A19.1,antisense,,0.0,0.0
ENSG00000225455.3,TPI1P4,pseudogene,,0.0,0.0
ENSG00000267080.1,ASB16-AS1,antisense,1.5439070090227482,1.1753315635100001,0.40308633836999996
ENSG00000233376.1,RP5-881L22.6,processed_transcript,,0.0,0.0
ENSG00000197444.5,OGDHL,protein_coding,2.8150170535777135,0.41999582770099997,0.0596815927236
ENSG00000254081.1,CTD-3025N20.2,lincRNA,,0.0,0.0
ENSG00000158483.11,FAM86C1,protein_coding,1.1271064966862427,2.62628687411,1.20240091845
ENSG00000137440.3,FGFBP1,protein_coding,inf,0.531976210218,0.0
ENSG00000260741.1,CTC-391G2.1,antisense,,0.0,0.0
ENSG00000168811.2,IL12A,protein_coding,-0.3591868435531141,1.8848889233500001,2.41775213934
ENSG00000212961.4,RP11-632K5.5,pseudogene,3.083892891749883,1.12977252986,0.133243719319
ENSG00000235861.1,AC005237.2,pseudogene,,0.0,0.0
ENSG00000232806.1,AP001610.9,lincRNA,,0.0,0.0
ENSG00000159445.8,THEM4,protein_coding,-0.4527670719979877,3.2323306021200002,4.4239707170800004
ENSG00000249184.1,RP11-424M21.1,lincRNA,,0.0,0.0
ENSG00000265457.1,AC093611.2,miRNA,,0.0,0.0
ENSG00000200291.1,Y_RNA,misc_RNA,-inf,0.0,1.68467552148
ENSG00000218227.3,RP11-889L3.1,pseudogene,1.0637150428043745,144.67949729,69.2144634104
ENSG00000066697.10,MSANTD3,protein_coding,-1.4457778452225076,1.65186235862,4.499832575919999
ENSG00000240279.2,AL353997.4,pseudogene,,0.0,0.0
ENSG00000083444.12,PLOD1,protein_coding,5.388377616961367,10.6749610041,0.25486077918600003
ENSG00000237390.1,RP11-139I14.2,processed_transcript,,0.0,0.0
ENSG00000182613.1,OR2V2,protein_coding,,0.0,0.0
ENSG00000247775.2,RP11-67M1.1,processed_transcript,-inf,0.0,0.05698332910130001
ENSG00000224535.1,RP11-61J19.2,lincRNA,,0.0,0.0
ENSG00000235444.2,PSMB3P2,pseudogene,,0.0,0.0
ENSG00000200883.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000168918.9,INPP5D,protein_coding,2.4989304660411236,0.138112150144,0.0244331161253
ENSG00000115137.7,DNAJC27,protein_coding,0.1808689705782312,1.4134230843399997,1.2468815380399998
ENSG00000255458.1,RP11-539G18.2,lincRNA,0.49893044387666574,0.10481832932299999,0.0741727197523
ENSG00000253026.1,U6,snRNA,,0.0,0.0
ENSG00000265474.1,AC010761.9,antisense,,0.0,0.0
ENSG00000231266.1,AC010745.3,lincRNA,,0.0,0.0
ENSG00000202440.1,SNORD42,snoRNA,inf,3.5360771620399998,0.0
ENSG00000270444.1,RP11-407E23.1,pseudogene,,0.0,0.0
ENSG00000178878.7,APOLD1,protein_coding,0.136360348169128,5.60007565495,5.09501350133
ENSG00000223595.1,LYPLA1P1,pseudogene,,0.0,0.0
ENSG00000069493.9,CLEC2D,protein_coding,-0.4277399415076837,6.724065134,9.044706204310001
ENSG00000265546.1,RN7SL289P,misc_RNA,,0.0,0.0
ENSG00000202175.1,RNA5SP128,rRNA,,0.0,0.0
ENSG00000232987.1,AC051649.6,lincRNA,,0.0,0.0
ENSG00000256122.1,AC093334.1,pseudogene,,0.0,0.0
ENSG00000215979.1,AL021917.1,miRNA,,0.0,0.0
ENSG00000238162.1,AC009237.4,pseudogene,,0.0,0.0
ENSG00000241098.1,RP11-139K4.1,processed_transcript,,0.0,0.0
ENSG00000142552.3,RCN3,protein_coding,,0.0,0.0
ENSG00000264662.1,RP11-283C24.2,pseudogene,,0.0,0.0
ENSG00000226431.1,RP11-416N2.3,sense_intronic,,0.0,0.0
ENSG00000254705.1,RP11-675M1.2,antisense,,0.0,0.0
ENSG00000231434.1,RP11-144L1.8,pseudogene,0.4051482830010123,44.627057379300005,33.700509391
ENSG00000198046.7,ZNF667,protein_coding,-0.22565857027796138,0.9713704627899999,1.1358340710100001
ENSG00000142867.8,BCL10,protein_coding,-1.502976725255492,3.9278584622199992,11.1326077425
ENSG00000250426.2,FTLP10,pseudogene,,0.0,0.0
ENSG00000149925.12,ALDOA,protein_coding,3.556095466837354,24.630997399,2.09406710857
ENSG00000251610.1,RP11-77P16.3,pseudogene,-inf,0.0,0.868123576599
ENSG00000238331.1,AC100791.2,miRNA,,0.0,0.0
ENSG00000271321.1,CTAGE6,protein_coding,-0.17914148212086722,1.84467394715,2.08855816086
ENSG00000269091.1,CTD-2126E3.3,antisense,,0.0,0.0
ENSG00000205509.3,AC138783.11,pseudogene,,0.0,0.0
ENSG00000223864.1,NPM1P19,pseudogene,-1.0466386297987913,33.4808320877,69.161732693
ENSG00000265704.1,AC010595.1,miRNA,,0.0,0.0
ENSG00000207257.1,RNU6-18,snRNA,,0.0,0.0
ENSG00000144959.5,NCEH1,protein_coding,0.70631028381015,2.60110649011,1.59418071473
ENSG00000268852.1,AC132872.2,protein_coding,,0.0,0.0
ENSG00000265144.1,MIR548AM,miRNA,,0.0,0.0
ENSG00000054983.12,GALC,protein_coding,1.1206758034092887,2.1700407267200004,0.9979547563619999
ENSG00000254719.1,RP11-351I24.3,pseudogene,,0.0,0.0
ENSG00000204277.1,RP11-219G17.4,lincRNA,,0.0,0.0
ENSG00000249614.1,RP11-703G6.1,lincRNA,,0.0,0.0
ENSG00000112200.12,ZNF451,protein_coding,-0.7995521674137882,6.92505892155,12.053485739800001
ENSG00000223634.1,AC012506.3,lincRNA,,0.0,0.0
ENSG00000264319.1,MIR4801,miRNA,,0.0,0.0
ENSG00000231597.1,AC007557.4,antisense,,0.0,0.0
ENSG00000197062.7,RP5-874C20.3,pseudogene,-1.186695108093978,3.3315479038899998,7.583625628110001
ENSG00000262619.1,LINC00621,lincRNA,inf,0.204815382929,0.0
ENSG00000239877.2,IGSF11-AS1,antisense,,0.0,0.0
ENSG00000263831.1,MIR378E,miRNA,,0.0,0.0
ENSG00000164074.9,C4orf29,protein_coding,-0.7408039931400021,1.7379806167400003,2.90435133668
ENSG00000101236.11,RNF24,protein_coding,1.7163989484013653,2.97490888816,0.9052866192219999
ENSG00000243268.2,ATP5A1P1,pseudogene,2.083892925842372,9.002929676499999,2.1235846594099996
ENSG00000231738.6,TSPAN19,protein_coding,-1.0860320747606194,0.0590504044742,0.125357726602
ENSG00000201263.1,SNORD114-6,snoRNA,,0.0,0.0
ENSG00000179111.4,HES7,protein_coding,2.0838928702484627,0.387203296568,0.0913323820019
ENSG00000223856.1,RAB9AP2,pseudogene,,0.0,0.0
ENSG00000113360.12,DROSHA,protein_coding,1.254066867675013,24.6949264353,10.3537099162
ENSG00000153066.8,TXNDC11,protein_coding,2.307276998942963,9.387147297310001,1.8965925820400003
ENSG00000186265.5,BTLA,protein_coding,-inf,0.0,0.0460992199982
ENSG00000207963.1,MIR569,miRNA,,0.0,0.0
ENSG00000255367.1,RP13-726E6.2,processed_transcript,-inf,0.0,0.49182686361199995
ENSG00000266715.1,MIR5090,miRNA,,0.0,0.0
ENSG00000200313.1,RNA5-8SP7,rRNA,,0.0,0.0
ENSG00000211679.2,IGLC3,IG_C_gene,,0.0,0.0
ENSG00000235938.3,RP11-157L3.4,pseudogene,,0.0,0.0
